#note_time|2.21
#song_time|1.00
#song_bpms|0101
1000|016|000|000
0200|016|000|000
0030|016|000|000
0004|016|000|000
0000|004|000|000 #dummy
0000|004|000|000 #dummy
0000|004|000|000 #dummy
1030|016|000|000
0200|016|000|000
0030|016|000|000
0004|016|000|000
0000|004|000|000 #dummy
0000|004|000|000 #dummy
0000|004|000|000 #dummy
1000|016|000|000
0200|016|000|000
0030|016|000|000
0004|016|000|000
0000|004|000|000 #dummy
0000|004|000|000 #dummy
0000|004|000|000 #dummy
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|016|000|000
0000|004|000|000 #dummy
0000|004|000|000 #dummy
0000|004|000|000 #dummy
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
0004|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0200|016|000|000 ################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
0004|016|000|000
0034|016|000|000 #################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
0004|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0200|016|000|000 ################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
0004|016|000|000
0034|016|000|000 ################# ##########################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
1000|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0030|016|000|000 #################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
1004|008|000|000
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|016|000|000
0034|016|000|000 #################
1000|016|000|000
0200|016|000|000
0030|016|000|000
1004|008|000|000
0034|008|000|000
0204|008|000|000
0030|032|000|000
0004|032|000|000
0030|016|000|000
0004|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
1000|016|000|000 #####################
1000|016|000|000
1000|016|000|000
0200|016|000|000
0230|008|000|000
0034|008|000|000
1004|004|000|000 #####################
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0004|032|000|000
0200|032|000|000
1000|032|000|000
0004|032|000|000 ######################### main_start
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
0000|016|000|000 #########################
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
0000|016|000|000 #########################
0030|032|000|000
0200|032|000|000
0030|016|000|000
0030|032|000|000
0200|032|000|000
0034|008|000|000
0034|008|000|000 #########################
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
0230|016|000|000
0230|016|000|000
1000|016|000|000
0034|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0034|016|000|000
0200|016|000|000
0200|016|000|000
0200|016|000|000
0200|016|000|000
0034|016|000|000
1000|016|000|000
0034|016|000|000
0000|016|000|000
0034|016|000|000
0230|016|000|000
1200|016|000|000
0000|016|000|000
0000|016|000|000
0000|016|000|000
0000|016|000|000 #################################
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
0000|016|000|000 #########################
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
0030|032|000|000
0200|032|000|000
0030|016|000|000
0030|032|000|000
0200|032|000|000
0034|008|000|000
0034|008|000|000 #########################
1004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0034|016|000|000
0000|016|000|000
1200|016|000|000 #########################
0000|016|000|000 #########################
1004|016|000|000
1004|016|000|000
0030|016|000|000
1004|016|000|000
0204|016|000|000
0000|016|000|000
1234|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000 #############################
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0030|032|000|000
0004|032|000|000
0030|032|000|000
0200|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0200|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0200|032|000|000
0030|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
0230|032|000|000
