#note_time|2.01
#song_time|2.60
#song_bpms|0175
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################################################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################################################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################################################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
0004|008|000|000 #####################
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
1000|004|000|000
1000|008|000|000
0200|004|000|000
0200|008|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000 ##############################
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
1200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
1000|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
0200|016|000|000
0004|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
0200|016|000|000 ############################################
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0004|016|000|000
1200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
1000|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
0200|016|000|000 ############################################
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
1200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0034|016|000|000
1200|016|000|000
0034|016|000|000
0200|016|000|000 ############################################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1034|008|000|000
1204|008|000|000
1230|008|000|000
1104|008|000|000
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1034|008|000|000
1204|008|000|000
1230|008|000|000
1104|008|000|000
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1034|008|000|000
1204|008|000|000
1230|008|000|000
1104|008|000|000
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1034|008|000|000
1204|008|000|000
1230|008|000|000
1104|008|000|000 #################
1034|008|000|000
0234|008|000|000
1034|008|000|000
0234|008|000|000
1004|008|000|000
1004|008|000|000
0030|008|000|000
0030|008|000|000
1034|008|000|000
0234|008|000|000
1034|008|000|000
0234|008|000|000
1004|008|000|000
1004|008|000|000
0030|008|000|000
0030|008|000|000 #################################
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000 ######################
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000
0030|032|000|000
0004|032|000|000
1000|032|000|000
0200|032|000|000 #################
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000 #####
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000 #####
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000 #####
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
0030|008|000|000
0200|008|000|000
0034|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000 #####################
1204|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000 ###
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1204|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1230|008|000|000
1230|008|000|000
1230|008|000|000
1204|008|000|000
1204|008|000|000
1204|008|000|000
1204|008|000|000 #######################
1204|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000 ###
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1230|008|000|000
1200|008|000|000
1204|008|000|000
1200|008|000|000
1204|008|000|000
1204|008|000|000
1200|008|000|000
1200|008|000|000
1200|008|000|000
1204|008|000|000
1230|008|000|000
1230|008|000|000
1230|008|000|000
1230|008|000|000
1204|008|000|000
1204|008|000|000
1204|008|000|000
1204|008|000|000 #######################
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000 ########
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
1000|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
1200|008|000|000
0230|008|000|000
0034|008|000|000
0034|008|000|000 ########
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
1034|008|000|000
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000 #####################
